gen_id,gen_adi,WT_1,WT_2,WT_3,KO_1,KO_2,KO_3
ENSMUSG00000101228.2,Gm21330,0,0,0,0,0,0
ENSMUSG00000101229.2,Gm29046,0,0,0,0,0,0
ENSMUSG00000101231.2,Gm28283,0,0,0,0,0,0
ENSMUSG00000101232.2,Scgb1b15,0,0,0,0,0,0
ENSMUSG00000101233.2,Gm29242,0,0,0,0,0,0
ENSMUSG00000101234.3,1700007E05Rik,0,0,3,0,0,0
ENSMUSG00000101235.2,Gm18033,0,0,0,0,1,0
ENSMUSG00000101236.2,Gm6750,0,0,3,0,1,1
ENSMUSG00000101237.2,Gm29464,0,0,0,0,0,0
ENSMUSG00000101239.2,Gm28304,0,0,0,0,0,0
ENSMUSG00000101240.2,Gm28266,0,0,0,0,0,0
ENSMUSG00000101241.2,Gm29111,0,0,0,0,0,0
ENSMUSG00000101242.2,Gm28319,0,0,0,0,0,0
ENSMUSG00000101243.2,Gm28919,0,0,0,0,0,0
ENSMUSG00000101244.7,Gm29368,0,0,0,0,0,0
ENSMUSG00000101245.2,Gm28965,0,0,0,0,0,0
ENSMUSG00000101248.2,Scgb1b9-ps,0,0,0,0,0,0
ENSMUSG00000101249.2,Gm29216,27926,53449,19,18458,1509,17773
ENSMUSG00000101250.2,Gm28105,0,0,0,0,0,0
ENSMUSG00000101251.2,Gm3496,0,0,0,0,0,0
ENSMUSG00000101252.2,Ifna6,0,0,0,0,0,0
ENSMUSG00000101253.2,Gm29088,0,0,0,0,0,0
ENSMUSG00000101254.2,Gm20932,0,0,0,0,0,0
ENSMUSG00000101255.2,Gm21841,0,0,0,0,0,0
ENSMUSG00000101256.2,Gm28133,0,0,0,0,0,0
ENSMUSG00000101257.3,2310015K22Rik,1,0,1,1,1,4
ENSMUSG00000101258.2,Gm29477,4,6,28,0,9,1
ENSMUSG00000101261.2,1700109I08Rik,0,0,0,0,0,0
ENSMUSG00000101262.2,Gm8326,52,60,16,28,18,58
ENSMUSG00000101264.2,Gm28347,1,0,0,0,0,0
ENSMUSG00000101265.2,Gm29099,0,0,0,0,0,0
ENSMUSG00000101266.2,Gm29234,0,0,0,0,0,0
ENSMUSG00000101267.2,Gm21912,0,0,0,0,0,0
ENSMUSG00000101268.7,2010310C07Rik,0,0,0,0,0,0
ENSMUSG00000101270.2,Scgb2b9-ps,0,0,0,0,0,0
ENSMUSG00000101272.2,Gm36782,0,0,0,0,0,0
ENSMUSG00000101273.2,Gm28831,0,0,0,0,0,0
ENSMUSG00000101275.2,1700012E03Rik,0,0,0,0,0,0
ENSMUSG00000101276.2,Gm28657,0,0,0,0,0,0
ENSMUSG00000101277.2,Gm20847,0,0,0,0,0,0
ENSMUSG00000101278.2,Gm29381,0,0,0,0,0,0
ENSMUSG00000101279.2,Gm18342,0,0,3,0,0,0
ENSMUSG00000101280.2,Gm8600,0,0,0,0,0,0
ENSMUSG00000101281.2,Gm8449,0,0,0,0,0,0
ENSMUSG00000101284.2,Gm28811,0,0,0,0,0,0
ENSMUSG00000101285.7,Gm28600,0,0,0,0,0,0
ENSMUSG00000101286.3,Gm21317,0,0,0,0,0,0
ENSMUSG00000101287.2,Gm28166,0,0,0,0,0,0
ENSMUSG00000101288.2,Gm28342,0,0,0,0,0,0
ENSMUSG00000101289.2,Gm3454,0,0,0,0,0,0
ENSMUSG00000101290.2,Gm8480,0,0,0,0,0,0
ENSMUSG00000101291.2,Gm29194,0,0,0,0,0,0
ENSMUSG00000101292.2,Gm29496,0,0,0,0,0,0
ENSMUSG00000101294.2,Btbd35f15,0,0,0,0,0,0
ENSMUSG00000101295.2,Gm28180,0,0,0,0,0,0
ENSMUSG00000101296.2,Scgb2b32-ps,0,0,0,0,0,0
ENSMUSG00000101297.2,Gm18447,0,0,0,0,0,0
ENSMUSG00000101298.2,Gm28308,0,0,0,0,0,0
ENSMUSG00000101299.4,Gm28175,0,0,0,0,0,0
ENSMUSG00000101300.7,Gm29130,0,0,0,0,0,0
ENSMUSG00000101301.2,Gm29214,0,0,0,0,0,0
ENSMUSG00000101302.7,Gm28519,0,0,0,0,0,0
ENSMUSG00000101303.2,B020011L13Rik,0,0,0,0,0,0
ENSMUSG00000101304.3,Plet1os,3,10,4,3,7,3
ENSMUSG00000101305.2,Gm29171,0,0,0,0,0,0
ENSMUSG00000101306.2,Gm5252,0,0,0,0,0,0
ENSMUSG00000101307.3,Gm7356,0,0,0,0,0,0
ENSMUSG00000101308.2,Gm28989,2,6,32,11,11,3
ENSMUSG00000101309.2,Gm29397,0,0,0,0,0,0
ENSMUSG00000101311.2,Gm28250,0,0,0,0,0,0
ENSMUSG00000101312.2,Gm21135,0,0,0,0,0,0
ENSMUSG00000101313.2,Gm29219,0,0,0,0,0,0
ENSMUSG00000101314.2,Gm29663,0,0,0,0,0,0
ENSMUSG00000101315.2,Krtap28-13,2,0,0,0,0,0
ENSMUSG00000101316.2,Gm12663,24,11,43,29,39,15
ENSMUSG00000101317.2,Gm28284,0,0,0,0,0,0
ENSMUSG00000101318.2,Gm29109,0,0,0,0,0,0
ENSMUSG00000101319.2,Gm28957,0,0,0,0,0,0
ENSMUSG00000101320.2,Gm28529,14,2,74,13,28,21
ENSMUSG00000101321.2,Gm28817,0,0,0,0,0,0
ENSMUSG00000101323.2,Gm21877,0,0,0,0,0,0
ENSMUSG00000101324.2,Gm29187,0,0,0,0,0,0
ENSMUSG00000101325.2,Scgb2b4-ps,0,0,0,0,0,0
ENSMUSG00000101327.2,Rpl23a-ps10,0,0,0,0,0,0
ENSMUSG00000101328.2,Rpl30-ps6,0,0,1,0,0,0
ENSMUSG00000101329.2,Gm28226,0,0,0,0,0,0
ENSMUSG00000101330.2,Gm10193,0,0,0,0,0,4
ENSMUSG00000101331.2,Gm28148,0,0,0,0,0,0
ENSMUSG00000101332.2,Gm28240,0,0,0,0,0,0
ENSMUSG00000101333.2,Gm4753,0,0,0,0,0,0
ENSMUSG00000101334.2,1700028M03Rik,0,0,0,0,0,0
ENSMUSG00000101335.2,Gm28229,39,31,116,52,53,40
ENSMUSG00000101336.2,Gm28480,0,0,0,0,0,0
ENSMUSG00000101337.7,Dnah7c,1,2,1,1,1,0
ENSMUSG00000101338.2,Gm28139,0,0,0,0,0,0
ENSMUSG00000101341.2,Gm29076,0,0,0,0,0,0
ENSMUSG00000101342.2,Gm28078,0,0,0,0,2,1
ENSMUSG00000101344.2,Gm29183,0,0,0,0,0,0
ENSMUSG00000101345.2,Gm28195,0,0,0,0,0,0
ENSMUSG00000101347.2,Gm28219,0,0,0,0,0,0
ENSMUSG00000101348.8,Gm7135,0,0,0,0,0,0
ENSMUSG00000101349.2,Gm28162,0,0,0,0,0,0
ENSMUSG00000101350.7,Gm28962,0,0,0,0,0,0
ENSMUSG00000101352.2,Gm28665,0,0,0,0,0,0
ENSMUSG00000101353.7,Gm29203,0,0,0,0,0,0
ENSMUSG00000101354.2,Gm28973,0,0,0,0,0,0
ENSMUSG00000101355.2,H3c10,4,0,0,0,0,0
ENSMUSG00000101356.3,Gm28876,0,0,1,0,1,0
ENSMUSG00000101357.2,Gm2495,0,0,0,0,0,0
ENSMUSG00000101358.2,Gm29661,0,0,0,0,0,0
ENSMUSG00000101359.2,Gm28211,0,0,0,0,0,0
ENSMUSG00000101360.3,4933417O13Rik,1,2,3,0,1,0
ENSMUSG00000101361.3,Gm7358,0,0,1,0,0,0
ENSMUSG00000101362.2,Mrgprb9-ps,0,0,0,0,0,0
ENSMUSG00000101363.2,Gm29490,0,0,0,0,0,0
ENSMUSG00000101364.2,Gm29300,0,0,0,0,0,0
ENSMUSG00000101365.2,Gm19325,0,1,0,1,0,0
ENSMUSG00000101366.2,Gm28147,0,0,0,0,0,0
ENSMUSG00000101367.2,Gm29484,0,0,0,0,0,0
ENSMUSG00000101368.2,Gm28290,0,0,0,0,0,0
ENSMUSG00000101369.2,Gm28080,0,0,0,0,0,0
ENSMUSG00000101370.2,Gm29139,0,0,0,0,0,0
ENSMUSG00000101371.2,Gm9114,0,0,1,0,0,0
ENSMUSG00000101372.2,Gm19028,0,0,0,0,0,0
ENSMUSG00000101373.3,Zfp813-ps,0,0,0,0,2,0
ENSMUSG00000101375.2,Gm28383,0,0,0,0,0,0
ENSMUSG00000101376.2,Gm18291,0,0,0,0,0,0
ENSMUSG00000101378.2,Gm28086,0,0,0,0,0,0
ENSMUSG00000101380.2,Gm28769,0,0,0,0,0,0
ENSMUSG00000101381.2,Btbd35f16,0,0,0,0,0,0
ENSMUSG00000101385.2,Gm5261,0,0,0,0,0,0
ENSMUSG00000101386.2,Gm29346,0,0,0,0,0,0
ENSMUSG00000101387.2,Pced1c-ps,0,0,0,0,0,1
ENSMUSG00000101388.2,Gm28444,0,0,0,0,0,0
ENSMUSG00000101389.2,Ms4a4a,11,10,11,7,14,19
ENSMUSG00000101390.2,Gm29420,0,0,0,0,0,0
ENSMUSG00000101391.4,Or4c112,0,1,1,4,5,2
ENSMUSG00000101393.2,Gm29447,0,0,0,0,0,0
ENSMUSG00000101394.2,Gm28183,0,0,0,0,0,0
ENSMUSG00000101395.2,Gm8241,0,0,0,0,0,0
ENSMUSG00000101396.2,Gm28510,0,0,0,0,0,0
ENSMUSG00000101397.8,Mug-ps1,0,0,0,0,0,0
ENSMUSG00000101398.2,Gm2617,0,0,0,0,0,0
ENSMUSG00000101399.2,Gm28961,0,0,0,0,0,0
ENSMUSG00000101400.2,Gm29596,0,0,1,1,1,1
ENSMUSG00000101401.2,Scgb1b18,0,0,0,0,0,0
ENSMUSG00000101402.2,Gm28673,0,0,0,0,0,0
ENSMUSG00000101404.2,1700009C05Rik,0,0,0,0,0,0
ENSMUSG00000101405.2,Gm28758,0,0,0,0,0,0
ENSMUSG00000101406.2,Gm29200,0,0,0,0,0,0
ENSMUSG00000101407.7,Gm29532,0,0,0,0,0,0
ENSMUSG00000101409.2,1700122D07Rik,0,0,0,0,0,0
ENSMUSG00000101410.2,Gm28581,0,0,0,0,0,0
ENSMUSG00000101411.2,Gm28111,0,0,0,0,0,0
ENSMUSG00000101412.7,Gm28131,0,0,0,0,0,0
ENSMUSG00000101413.2,Gm29485,0,4,4,4,1,2
ENSMUSG00000101414.2,Gm29101,0,0,0,0,0,0
ENSMUSG00000101415.3,Gm28168,0,0,0,0,0,0
ENSMUSG00000101416.2,Gm29318,0,0,0,0,0,0
ENSMUSG00000101418.2,Gm28983,0,0,0,0,0,0
ENSMUSG00000101419.2,Gm29600,0,0,0,0,0,0
ENSMUSG00000101420.2,Gm21902,0,0,0,0,0,0
ENSMUSG00000101422.7,Gm29301,0,0,0,0,0,0
ENSMUSG00000101425.2,Gm29255,0,0,0,0,0,0
ENSMUSG00000101427.2,Gm6003,0,0,0,0,0,0
ENSMUSG00000101428.2,Gm29272,0,0,0,0,0,0
ENSMUSG00000101429.2,BC055402,0,0,1,0,0,0
ENSMUSG00000101431.2,Gm7901,447,257,1110,293,463,429
ENSMUSG00000101433.2,Gm29441,0,0,1,0,0,0
ENSMUSG00000101435.2,Gm28772,0,0,0,0,0,0
ENSMUSG00000101436.2,Gm5157,0,0,0,0,0,0
ENSMUSG00000101437.2,Gm29454,0,0,0,0,0,0
ENSMUSG00000101438.4,Gm19412,6,0,22,9,18,2
ENSMUSG00000101439.2,Gm336,0,0,0,0,0,0
ENSMUSG00000101441.2,Gm29363,0,0,0,0,0,0
ENSMUSG00000101443.2,Rhoay-ps1,0,0,0,0,0,0
ENSMUSG00000101445.2,Gm28932,0,0,0,0,0,0
ENSMUSG00000101446.2,Gm21749,0,0,0,0,0,0
ENSMUSG00000101447.2,Gm28826,0,3,0,0,3,4
ENSMUSG00000101448.2,Gm28494,0,0,0,0,0,0
ENSMUSG00000101449.2,Gm17791,0,0,0,0,0,0
ENSMUSG00000101450.2,Gm28941,1,0,3,0,1,1
ENSMUSG00000101451.2,Gm29430,0,6,2,0,0,3
ENSMUSG00000101452.2,Gm28530,19,11,13,4,4,6
ENSMUSG00000101453.2,Gm28189,0,0,0,0,0,0
ENSMUSG00000101454.2,Gm1988,0,0,0,0,0,0
ENSMUSG00000101455.2,Gm21805,0,0,0,0,0,0
ENSMUSG00000101456.2,Gm29043,0,0,0,0,0,0
ENSMUSG00000101457.2,Gm18701,0,0,0,0,0,0
ENSMUSG00000101459.2,Gm19193,0,0,0,0,0,0
ENSMUSG00000101462.4,Gm3052,0,0,2,1,0,0
ENSMUSG00000101463.2,Gm28750,0,0,0,0,0,0
ENSMUSG00000101464.2,Gm7436,0,0,0,0,0,0
ENSMUSG00000101466.2,Gm29548,0,0,0,0,0,0
ENSMUSG00000101468.2,Gm7761,0,0,0,0,0,0
ENSMUSG00000101469.2,Gm29556,0,0,0,0,0,0
ENSMUSG00000101470.2,Gm21129,0,0,0,0,0,0
ENSMUSG00000101471.2,Gm29276,0,0,0,0,0,0
ENSMUSG00000101475.2,Gm21316,0,0,0,0,0,0
ENSMUSG00000101476.2,Gm29570,1,0,0,0,0,0
ENSMUSG00000101477.2,Gm18448,0,0,0,0,0,0
ENSMUSG00000101478.2,Gm20859,0,0,0,0,0,0
ENSMUSG00000101479.2,Gm28997,0,0,0,0,0,0
ENSMUSG00000101480.4,Or4c115,3,0,11,7,13,4
ENSMUSG00000101481.2,1700123O21Rik,0,0,0,0,0,0
ENSMUSG00000101482.2,Gm28883,0,0,0,0,0,0
ENSMUSG00000101483.3,1700016L21Rik,3,3,6,3,8,2
ENSMUSG00000101484.2,Gm28798,0,0,0,0,0,0
ENSMUSG00000101486.2,Gm4405,0,0,0,0,0,1
ENSMUSG00000101487.2,Scgb2b33,0,0,0,0,0,0
ENSMUSG00000101489.2,Gm28090,0,0,0,0,0,0
ENSMUSG00000101490.2,Gm20927,0,0,0,0,0,0
ENSMUSG00000101491.2,Gm28632,0,0,0,0,0,0
ENSMUSG00000101493.3,2810405F17Rik,25,10,54,54,61,40
ENSMUSG00000101494.2,Gm21792,0,0,0,0,0,0
ENSMUSG00000101495.2,Gm28912,0,0,0,0,0,0
ENSMUSG00000101496.2,Gm8885,2,8,6,0,2,0
ENSMUSG00000101498.2,Gm2950,0,0,0,0,0,0
ENSMUSG00000101499.2,Vmn2r-ps139,0,0,0,0,0,0
ENSMUSG00000101500.2,Btbd35f12,0,0,0,0,0,0
ENSMUSG00000101501.2,Rps27a-ps1,0,2,10,0,0,7
ENSMUSG00000101502.2,Rpl7a-ps10,2,6,2,2,0,0
ENSMUSG00000101503.2,Gm28364,0,0,0,0,0,0
ENSMUSG00000101504.2,Gm28257,0,0,0,0,0,0
ENSMUSG00000101505.2,1700109G14Rik,0,1,1,0,0,0
ENSMUSG00000101506.2,Gm28385,0,0,0,0,0,0
ENSMUSG00000101508.2,Gm28832,0,0,0,0,0,0
ENSMUSG00000101509.2,Gm29641,0,0,0,0,0,0
ENSMUSG00000101510.2,Gm21573,0,0,0,0,0,0
ENSMUSG00000101511.2,Gm5681,0,0,0,0,0,0
ENSMUSG00000101513.7,Gm28853,0,0,0,0,0,0
ENSMUSG00000101514.3,Gm5524,0,0,1,0,0,0
ENSMUSG00000101517.8,4732465J04Rik,2,2,2,5,3,3
ENSMUSG00000101519.2,Ska2l-ps,0,0,0,0,0,0
ENSMUSG00000101520.2,Scgb1b12,0,0,0,0,0,0
ENSMUSG00000101522.2,Gm7837,0,0,0,0,0,0
ENSMUSG00000101523.3,Csnk2a1-ps3,0,0,3,0,0,0
ENSMUSG00000101525.2,Gm28593,0,0,0,0,0,0
ENSMUSG00000101526.2,Gm28622,0,0,0,0,0,0
ENSMUSG00000101527.2,Gm21908,0,0,0,0,0,0
ENSMUSG00000101528.3,Gm29110,0,0,0,0,0,0
ENSMUSG00000101529.2,Gm29636,0,0,0,0,0,0
ENSMUSG00000101530.2,Gm29259,0,0,0,0,0,0
ENSMUSG00000101531.7,Gm29672,0,0,0,0,0,0
ENSMUSG00000101532.2,Zbed4-ps1,0,0,0,0,0,0
ENSMUSG00000101533.2,Gm29393,0,0,0,0,0,0
ENSMUSG00000101534.2,Gm29306,0,0,0,0,0,0
ENSMUSG00000101535.2,Gm29383,1,0,0,0,0,0
ENSMUSG00000101536.7,Gm28834,0,0,0,0,0,0
ENSMUSG00000101537.3,Gm29571,0,0,0,0,1,0
ENSMUSG00000101538.2,Gm29029,0,0,0,0,0,0
ENSMUSG00000101539.2,Gm28252,0,0,0,0,0,0
ENSMUSG00000101540.3,Gm28465,3,2,5,1,4,0
ENSMUSG00000101542.7,Gm29303,0,0,0,0,0,0
ENSMUSG00000101543.2,Gm18352,0,0,0,0,0,0
ENSMUSG00000101544.2,Gm29422,0,0,0,0,0,0
ENSMUSG00000101545.2,Gm4373,0,0,0,0,0,0
ENSMUSG00000101546.2,Gm28747,0,0,0,0,0,0
ENSMUSG00000101547.2,Gm29252,0,0,0,0,0,0
ENSMUSG00000101548.2,Gm9220,0,0,0,0,0,0
ENSMUSG00000101549.2,Gm29630,0,0,0,0,0,0
ENSMUSG00000101550.2,Gm29385,0,0,0,0,0,0
ENSMUSG00000101551.2,Gm8870,0,0,0,0,0,0
ENSMUSG00000101553.3,1700049E22Rik,0,0,0,0,0,0
ENSMUSG00000101554.3,Scgb2b1,0,0,0,0,0,0
ENSMUSG00000101555.2,Gm28731,8,7,26,9,21,3
ENSMUSG00000101557.2,Gm28314,0,0,0,0,0,0
ENSMUSG00000101558.2,Gm28647,0,0,0,0,0,0
ENSMUSG00000101559.2,Gm28258,0,0,0,0,1,0
ENSMUSG00000101560.7,Gm28127,0,0,0,0,0,0
ENSMUSG00000101563.2,Gm7364,0,0,0,0,0,0
ENSMUSG00000101564.2,Gm5703,0,0,0,0,0,1
ENSMUSG00000101565.3,1700003L19Rik,0,0,0,0,0,0
ENSMUSG00000101566.2,Gm28276,0,0,0,0,0,0
ENSMUSG00000101567.2,Txn-ps1,1,2,6,0,1,3
ENSMUSG00000101568.2,1700040F17Rik,0,0,0,0,0,0
ENSMUSG00000101570.2,Gm28233,0,0,0,0,0,0
ENSMUSG00000101571.3,Gm6187,0,1,2,0,0,0
ENSMUSG00000101573.2,Gm28361,0,0,0,0,0,0
ENSMUSG00000101574.2,1700112H15Rik,0,0,0,0,0,0
ENSMUSG00000101575.2,Gm20898,0,0,0,0,0,0
ENSMUSG00000101576.2,Gm20915,0,0,0,0,0,0
ENSMUSG00000101578.3,Vmn1r206,19,16,133,29,36,23
ENSMUSG00000101579.2,Gm21181,0,0,0,0,0,0
ENSMUSG00000101580.2,Gm28201,0,0,0,0,0,0
ENSMUSG00000101581.7,C430002N11Rik,12,14,18,1,1,0
ENSMUSG00000101582.2,Gm28828,0,0,0,0,0,0
ENSMUSG00000101583.2,Gm20753,0,0,1,0,0,0
ENSMUSG00000101584.3,4930519F24Rik,0,0,0,0,0,0
ENSMUSG00000101585.8,1600010M07Rik,4,0,16,9,12,7
ENSMUSG00000101586.2,Gm29017,6,0,11,9,6,3
ENSMUSG00000101587.3,Gm29036,0,0,0,0,0,0
ENSMUSG00000101588.2,Gm28265,0,0,0,0,0,0
ENSMUSG00000101589.2,Rbm6-ps1,0,0,0,1,0,2
ENSMUSG00000101590.2,Gm29104,0,0,0,0,0,0
ENSMUSG00000101595.2,Gm29395,0,0,0,0,0,0
ENSMUSG00000101596.2,Gm28182,0,0,1,0,5,1
ENSMUSG00000101597.3,Gm5621,46,45,100,50,41,33
ENSMUSG00000101598.2,Gm29449,0,0,0,0,0,0
ENSMUSG00000101599.2,Gm20342,89,100,269,183,284,174
ENSMUSG00000101600.2,4930599A14Rik,0,0,0,0,0,0
ENSMUSG00000101601.2,Gm28210,0,0,0,0,0,0
ENSMUSG00000101602.2,Gm28700,0,0,0,0,0,0
ENSMUSG00000101603.3,Mir503hg,12,24,20,52,71,54
ENSMUSG00000101605.2,Ace3,0,0,0,0,0,0
ENSMUSG00000101606.2,Gm29051,0,0,0,0,0,0
ENSMUSG00000101608.2,Gm28652,1,1,0,0,0,0
ENSMUSG00000101609.4,Kcnq1ot1,242,235,786,396,512,319
ENSMUSG00000101610.2,Gm7560,0,2,3,6,0,0
ENSMUSG00000101611.2,Gm29357,0,0,0,0,0,0
ENSMUSG00000101612.3,Gm7933,0,0,1,0,0,0
ENSMUSG00000101613.2,Gm28516,0,0,0,0,0,0
ENSMUSG00000101615.2,Gm8495,0,0,0,0,0,0
ENSMUSG00000101616.2,Gm29047,0,0,0,0,0,0
ENSMUSG00000101617.2,Gm6947,0,0,0,0,0,0
ENSMUSG00000101618.2,Gm18443,0,0,0,0,0,0
ENSMUSG00000101619.2,Gm28436,0,0,0,0,0,0
ENSMUSG00000101621.3,Gm28905,0,0,0,0,0,1
ENSMUSG00000101622.2,Mrgpra18-ps,0,0,0,0,0,0
ENSMUSG00000101624.2,Gm28882,0,0,0,1,0,0
ENSMUSG00000101625.2,Gm29371,1,0,2,0,0,0
ENSMUSG00000101626.7,Gm29386,0,0,0,0,0,0
ENSMUSG00000101627.2,Gm28432,0,0,0,0,0,0
ENSMUSG00000101628.2,Gm28177,0,0,0,0,3,0
ENSMUSG00000101629.2,Gm29588,0,0,0,0,0,0
ENSMUSG00000101630.2,Gm29261,0,0,0,0,0,1
ENSMUSG00000101631.2,Gm20884,0,0,0,0,0,0
ENSMUSG00000101632.2,Gm28264,0,0,0,0,0,0
ENSMUSG00000101634.7,1700066B17Rik,0,0,1,0,0,0
ENSMUSG00000101636.2,4930579H20Rik,2,0,0,1,0,0
ENSMUSG00000101637.2,Gm28896,0,0,0,0,0,0
ENSMUSG00000101638.2,Scgb1b11,0,0,0,0,0,0
ENSMUSG00000101639.2,Gm8597,0,0,0,0,0,0
ENSMUSG00000101640.2,Gm28376,0,0,0,0,0,0
ENSMUSG00000101641.2,Gm29560,4,2,10,0,1,0
ENSMUSG00000101642.7,Gm29315,0,0,0,0,0,0
ENSMUSG00000101643.2,Gm28307,0,0,0,0,0,0
ENSMUSG00000101644.2,Gm28343,0,0,0,0,0,0
ENSMUSG00000101645.2,Gm28635,0,0,0,0,0,0
ENSMUSG00000101646.2,Gm28106,0,0,0,0,0,0
ENSMUSG00000101647.2,Gm29534,0,0,0,0,0,0
ENSMUSG00000101648.2,Gm29388,0,0,0,0,0,0
ENSMUSG00000101649.2,Gm29444,0,0,0,0,0,0
ENSMUSG00000101650.2,Gm6820,0,0,0,0,0,0
ENSMUSG00000101651.2,Gm28402,3,0,0,0,3,0
ENSMUSG00000101652.2,Gm6060,18,23,26,20,13,16
ENSMUSG00000101655.3,2310040G24Rik,4,7,21,12,15,9
ENSMUSG00000101656.2,Gm8004,0,0,1,0,1,2
ENSMUSG00000101657.2,Gm20864,0,0,0,0,0,0
ENSMUSG00000101658.2,Scgb1b28-ps,0,0,0,0,0,0
ENSMUSG00000101659.2,Gm29009,0,0,0,0,0,0
ENSMUSG00000101660.2,Gm18666,0,0,0,0,0,0
ENSMUSG00000101661.2,Gm28392,0,0,0,0,0,0
ENSMUSG00000101662.2,Gm28499,1,0,0,0,0,0
ENSMUSG00000101664.2,Mrgpra14,0,0,0,0,0,0
ENSMUSG00000101665.2,Gm21920,0,0,0,0,0,0
ENSMUSG00000101666.2,Rhoay-ps3,0,0,0,0,0,0
ENSMUSG00000101667.2,Rbmyf4,0,0,0,0,0,0
ENSMUSG00000101669.2,Gm28937,0,0,0,0,0,0
ENSMUSG00000101670.2,Gm21470,0,0,0,0,0,0
ENSMUSG00000101671.2,Gm28221,0,0,0,0,0,0
ENSMUSG00000101672.2,Gm28149,0,0,0,0,0,0
ENSMUSG00000101673.2,Gm28070,0,0,0,0,0,0
ENSMUSG00000101674.7,4930444A19Rik,0,0,0,0,0,0
ENSMUSG00000101676.2,Gm21832,0,0,0,0,0,0
ENSMUSG00000101678.4,Gm29609,25,14,163,35,133,53
ENSMUSG00000101679.2,Gm20936,0,0,0,0,0,0
ENSMUSG00000101680.2,Gm29015,0,0,0,0,0,0
ENSMUSG00000101681.7,Gm28522,0,0,0,0,0,0
ENSMUSG00000101682.2,Gm29228,1,0,2,0,0,0
ENSMUSG00000101683.7,1700028D13Rik,0,0,0,0,0,0
ENSMUSG00000101684.2,Gm28946,0,0,0,0,0,0
ENSMUSG00000101685.2,Gm17837,0,1,0,1,0,0
ENSMUSG00000101686.8,Gm29633,0,0,0,0,0,0
ENSMUSG00000101687.2,Gm4854,0,0,0,0,0,0
ENSMUSG00000101689.2,Gm28599,0,0,0,0,0,0
ENSMUSG00000101690.2,Gm28390,0,0,0,0,0,0
ENSMUSG00000101692.2,Gm28244,0,0,0,0,0,0
ENSMUSG00000101693.2,Gm19461,0,2,3,0,2,0
ENSMUSG00000101694.2,Gm29392,0,0,0,0,0,0
ENSMUSG00000101695.2,1700094J05Rik,0,0,1,0,1,0
ENSMUSG00000101698.2,Gm29562,1826,1157,1977,844,1209,1884
ENSMUSG00000101699.2,Gm28508,0,0,0,0,0,0
ENSMUSG00000101700.2,Gm29359,0,0,0,0,0,0
ENSMUSG00000101701.2,4930521E06Rik,0,0,0,0,0,0
ENSMUSG00000101702.2,1700072G22Rik,0,0,0,0,0,0
ENSMUSG00000101703.2,Gm1982,0,0,0,0,0,0
ENSMUSG00000101704.2,Gm21878,0,0,0,0,0,0
ENSMUSG00000101705.2,Gm28380,0,0,0,0,0,0
ENSMUSG00000101706.2,Gm28431,0,0,0,0,0,0
ENSMUSG00000101707.2,Gm28916,0,0,0,0,0,0
ENSMUSG00000101708.8,Gm28453,0,0,0,0,0,0
ENSMUSG00000101709.2,Gm28337,0,0,0,0,0,0
ENSMUSG00000101710.2,Gm20922,0,0,0,0,0,0
ENSMUSG00000101711.2,Gm28306,3,5,7,0,0,3
ENSMUSG00000101712.2,Gm28648,0,0,0,0,0,0
ENSMUSG00000101713.2,Gm28668,0,0,0,0,0,0
ENSMUSG00000101714.2,Gm28415,0,0,0,0,0,0
ENSMUSG00000101715.2,Gm21855,0,0,0,0,0,0
ENSMUSG00000101717.3,Gm45784,0,0,0,0,0,0
ENSMUSG00000101718.2,Gm20862,0,0,0,0,0,0
ENSMUSG00000101720.2,Gm29005,0,0,0,0,0,0
ENSMUSG00000101721.2,Gm8354,0,0,0,0,0,0
ENSMUSG00000101722.2,Gm29125,0,0,0,1,7,0
ENSMUSG00000101723.2,Gm28355,0,0,0,0,0,0
ENSMUSG00000101724.2,Gm29453,0,0,0,0,0,0
ENSMUSG00000101726.2,Gm7858,2,2,0,0,0,0
ENSMUSG00000101727.2,Gm29495,0,0,0,0,0,0
ENSMUSG00000101728.7,Gm28765,0,0,0,0,0,0
ENSMUSG00000101729.2,Gm17796,0,0,0,0,0,0
ENSMUSG00000101730.2,Gm28580,0,1,0,3,1,0
ENSMUSG00000101731.2,3830432H09Rik,1,0,0,4,1,0
ENSMUSG00000101732.2,Gm28328,0,0,0,0,0,0
ENSMUSG00000101734.2,4933400C23Rik,0,0,0,0,0,0
ENSMUSG00000101735.2,Gm18505,0,0,0,1,0,0
ENSMUSG00000101736.2,Gm29335,1,0,0,0,0,0
ENSMUSG00000101737.2,Gm28849,0,0,0,0,0,0
ENSMUSG00000101739.2,Gm5733,0,0,0,0,0,0
ENSMUSG00000101740.7,Gm29360,0,0,0,0,0,0
ENSMUSG00000101741.3,Gm28055,1,0,1,1,1,0
ENSMUSG00000101742.2,Gm21380,0,0,0,0,0,0
ENSMUSG00000101743.7,Gm28249,0,0,0,0,0,0
ENSMUSG00000101744.8,Gm28325,0,0,0,0,0,0
ENSMUSG00000101745.7,Gm28764,0,0,0,0,0,0
ENSMUSG00000101746.3,2310043L19Rik,1,0,1,0,1,0
ENSMUSG00000101747.2,Gm21683,0,0,0,0,0,0
ENSMUSG00000101748.2,Gm21823,0,0,0,0,0,0
ENSMUSG00000101750.4,Or2y1f,0,0,5,0,0,2
